epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,892.796,0.2304,0.26878,0.1961,0.79856,0.9877,0.99048,0.99162,0.98972,0.9877,0.99048,0.99162,0.89532,0.14837,0.19536,0.14647,0.76692,0.00028723,0.00028723,0.00028723
131,899.546,0.23202,0.26871,0.19427,0.79564,0.99073,0.98571,0.99186,0.98992,0.99073,0.98571,0.99186,0.88819,0.14721,0.19878,0.14957,0.7675,0.000280275,0.000280275,0.000280275
132,906.217,0.22695,0.26411,0.18918,0.7985,0.99056,0.98571,0.99181,0.99065,0.99056,0.98571,0.99181,0.89129,0.14616,0.19385,0.14925,0.76651,0.000273375,0.000273375,0.000273375
133,912.951,0.22759,0.26715,0.19136,0.79456,0.99152,0.98571,0.99133,0.98873,0.99152,0.98571,0.99133,0.89041,0.15346,0.20017,0.15311,0.76704,0.000266532,0.000266532,0.000266532
134,919.678,0.23064,0.26862,0.19402,0.79665,0.99175,0.98571,0.99205,0.98859,0.99175,0.98571,0.99205,0.89044,0.14687,0.19917,0.15221,0.76696,0.000259748,0.000259748,0.000259748
135,926.468,0.22251,0.26038,0.18677,0.79712,0.99284,0.98571,0.99262,0.99033,0.99284,0.98571,0.99262,0.89083,0.14638,0.20084,0.14953,0.76618,0.000253024,0.000253024,0.000253024
136,933.204,0.22349,0.26814,0.19154,0.79337,0.99345,0.98571,0.99357,0.99162,0.99345,0.98571,0.99357,0.89579,0.1434,0.1991,0.14658,0.76657,0.000246363,0.000246363,0.000246363
137,940.044,0.22412,0.26722,0.18905,0.79579,0.99337,0.98571,0.99329,0.99108,0.99337,0.98571,0.99329,0.88885,0.14707,0.19944,0.14454,0.76693,0.000239766,0.000239766,0.000239766
138,946.856,0.22615,0.27487,0.18863,0.79801,0.9923,0.98571,0.99329,0.99123,0.9923,0.98571,0.99329,0.89631,0.14594,0.2009,0.15255,0.76731,0.000233234,0.000233234,0.000233234
139,953.755,0.22549,0.26494,0.19275,0.79447,0.99237,0.98571,0.99238,0.99035,0.99237,0.98571,0.99238,0.89692,0.1452,0.1989,0.14702,0.76669,0.000226769,0.000226769,0.000226769
140,960.574,0.22546,0.27492,0.19075,0.79836,0.99316,0.98571,0.99262,0.9912,0.99316,0.98571,0.99262,0.89619,0.14707,0.20051,0.14685,0.76671,0.000220372,0.000220372,0.000220372
141,967.434,0.21607,0.25572,0.18602,0.79396,0.99321,0.98571,0.99201,0.98979,0.99321,0.98571,0.99201,0.89569,0.14482,0.2006,0.14997,0.76664,0.000214046,0.000214046,0.000214046
142,974.255,0.21532,0.25684,0.18454,0.7959,0.99291,0.98571,0.99129,0.9891,0.99291,0.98571,0.99129,0.89725,0.14663,0.19461,0.1508,0.76663,0.000207792,0.000207792,0.000207792
143,981.013,0.22195,0.2616,0.18691,0.79477,0.99294,0.98571,0.99152,0.99002,0.99294,0.98571,0.99152,0.89711,0.14611,0.19796,0.14837,0.76688,0.000201611,0.000201611,0.000201611
144,987.731,0.22019,0.2594,0.18689,0.79741,0.9928,0.98571,0.99176,0.9903,0.9928,0.98571,0.99176,0.89258,0.14565,0.19363,0.14747,0.76661,0.000195505,0.000195505,0.000195505
145,994.505,0.22465,0.26335,0.18721,0.79614,0.99182,0.98571,0.99152,0.98924,0.99182,0.98571,0.99152,0.89627,0.14815,0.1998,0.1518,0.76757,0.000189475,0.000189475,0.000189475
146,1001.27,0.21614,0.26106,0.18102,0.79654,0.99289,0.98571,0.99248,0.99054,0.99289,0.98571,0.99248,0.89456,0.14611,0.19733,0.14398,0.76681,0.000183523,0.000183523,0.000183523
147,1008.07,0.21581,0.25892,0.17926,0.79685,0.99307,0.98571,0.99248,0.9902,0.99307,0.98571,0.99248,0.89632,0.14456,0.1952,0.14475,0.76591,0.000177651,0.000177651,0.000177651
148,1014.79,0.21929,0.25411,0.18638,0.79849,0.99298,0.98571,0.9921,0.98919,0.99298,0.98571,0.9921,0.89342,0.14508,0.19893,0.14346,0.76551,0.000171859,0.000171859,0.000171859
149,1021.56,0.21652,0.25622,0.18465,0.79282,0.99304,0.98571,0.9919,0.98967,0.99304,0.98571,0.9919,0.88791,0.14134,0.20078,0.1423,0.76544,0.000166149,0.000166149,0.000166149
150,1028.29,0.21901,0.25604,0.18664,0.79403,0.99252,0.98571,0.99229,0.99011,0.99252,0.98571,0.99229,0.89794,0.1435,0.19987,0.14265,0.76506,0.000160523,0.000160523,0.000160523
151,1035.04,0.2229,0.26115,0.18688,0.79932,0.9926,0.98571,0.99186,0.98999,0.9926,0.98571,0.99186,0.89637,0.14397,0.20313,0.14392,0.76445,0.000154982,0.000154982,0.000154982
152,1041.76,0.21908,0.26543,0.185,0.79598,0.99283,0.98571,0.99276,0.99063,0.99283,0.98571,0.99276,0.89425,0.14334,0.19953,0.14175,0.76523,0.000149527,0.000149527,0.000149527
153,1048.53,0.21877,0.27099,0.18285,0.79477,0.99298,0.98571,0.99214,0.99002,0.99298,0.98571,0.99214,0.89935,0.14057,0.19672,0.13725,0.76517,0.000144161,0.000144161,0.000144161
154,1055.33,0.21772,0.25942,0.18216,0.7939,0.99255,0.98571,0.99267,0.99089,0.99255,0.98571,0.99267,0.90143,0.1418,0.19556,0.13723,0.76477,0.000138883,0.000138883,0.000138883
155,1062.16,0.22206,0.26513,0.18397,0.79665,0.99241,0.98571,0.99295,0.99106,0.99241,0.98571,0.99295,0.89261,0.14251,0.1954,0.14012,0.76502,0.000133695,0.000133695,0.000133695
156,1068.9,0.21847,0.25816,0.1813,0.79302,0.99301,0.98571,0.99224,0.99036,0.99301,0.98571,0.99224,0.89576,0.14161,0.19712,0.13788,0.76499,0.000128599,0.000128599,0.000128599
157,1075.7,0.21766,0.25662,0.18449,0.79511,0.99283,0.98571,0.99195,0.98977,0.99283,0.98571,0.99195,0.8977,0.14097,0.19671,0.13893,0.76485,0.000123596,0.000123596,0.000123596
158,1082.39,0.21593,0.25149,0.18015,0.79823,0.99229,0.98571,0.99195,0.9901,0.99229,0.98571,0.99195,0.89849,0.13965,0.19732,0.14089,0.76509,0.000118687,0.000118687,0.000118687
159,1089.18,0.21181,0.25772,0.17778,0.79048,0.99257,0.98571,0.99233,0.99009,0.99257,0.98571,0.99233,0.89559,0.13977,0.1972,0.13603,0.76437,0.000113873,0.000113873,0.000113873
160,1095.99,0.21956,0.26572,0.18172,0.79789,0.99247,0.98571,0.99219,0.99027,0.99247,0.98571,0.99219,0.89285,0.13937,0.1978,0.13781,0.76433,0.000109156,0.000109156,0.000109156
161,1102.76,0.21049,0.26657,0.1758,0.79687,0.99259,0.98571,0.99229,0.9901,0.99259,0.98571,0.99229,0.89919,0.14265,0.19797,0.1429,0.76505,0.000104537,0.000104537,0.000104537
162,1109.49,0.22005,0.25923,0.18482,0.79777,0.99314,0.98571,0.99276,0.99086,0.99314,0.98571,0.99276,0.89496,0.14261,0.19724,0.14242,0.76527,0.000100016,0.000100016,0.000100016
163,1116.31,0.21401,0.2652,0.1836,0.79707,0.99318,0.98571,0.9929,0.99072,0.99318,0.98571,0.9929,0.90091,0.1446,0.19789,0.14218,0.76618,9.55951e-05,9.55951e-05,9.55951e-05
164,1123.08,0.2156,0.25685,0.1816,0.7975,0.99327,0.98571,0.99314,0.99063,0.99327,0.98571,0.99314,0.89618,0.1431,0.19489,0.13828,0.76543,9.12754e-05,9.12754e-05,9.12754e-05
165,1129.8,0.21314,0.25579,0.1811,0.79623,0.99339,0.98571,0.99219,0.98994,0.99339,0.98571,0.99219,0.89566,0.14238,0.19944,0.13853,0.76511,8.70577e-05,8.70577e-05,8.70577e-05
166,1136.54,0.22014,0.25569,0.18428,0.79764,0.99352,0.98571,0.99248,0.9906,0.99352,0.98571,0.99248,0.89716,0.14058,0.19746,0.13769,0.76507,8.29431e-05,8.29431e-05,8.29431e-05
167,1143.34,0.21367,0.26285,0.17763,0.7923,0.9933,0.98571,0.993,0.99038,0.9933,0.98571,0.993,0.89102,0.13992,0.19909,0.13725,0.76558,7.89327e-05,7.89327e-05,7.89327e-05
168,1150.14,0.21807,0.25762,0.18209,0.79412,0.99334,0.98571,0.9929,0.99072,0.99334,0.98571,0.9929,0.89589,0.13971,0.19641,0.13786,0.76526,7.50274e-05,7.50274e-05,7.50274e-05
169,1156.96,0.2122,0.25681,0.17995,0.79543,0.9927,0.98571,0.99267,0.9902,0.9927,0.98571,0.99267,0.89901,0.14034,0.19518,0.13729,0.76494,7.12282e-05,7.12282e-05,7.12282e-05
170,1163.81,0.21257,0.26464,0.18218,0.7948,0.99217,0.98571,0.99233,0.98987,0.99217,0.98571,0.99233,0.89097,0.13815,0.19468,0.13692,0.765,6.7536e-05,6.7536e-05,6.7536e-05
171,1170.57,0.21417,0.27328,0.18146,0.79608,0.9924,0.98571,0.99238,0.98961,0.9924,0.98571,0.99238,0.89422,0.13835,0.19503,0.13914,0.76498,6.39518e-05,6.39518e-05,6.39518e-05
172,1177.32,0.21179,0.25673,0.17724,0.7968,0.99279,0.98571,0.99205,0.98983,0.99279,0.98571,0.99205,0.89125,0.13835,0.19351,0.13552,0.76547,6.04763e-05,6.04763e-05,6.04763e-05
173,1184.16,0.21582,0.25988,0.17986,0.79372,0.99265,0.98571,0.9921,0.98989,0.99265,0.98571,0.9921,0.89311,0.14046,0.19533,0.13658,0.76523,5.71106e-05,5.71106e-05,5.71106e-05
174,1190.98,0.21385,0.26307,0.17749,0.79295,0.99226,0.98571,0.9921,0.98965,0.99226,0.98571,0.9921,0.89149,0.13879,0.19591,0.13318,0.76503,5.38554e-05,5.38554e-05,5.38554e-05
175,1197.75,0.20487,0.24636,0.17302,0.79599,0.99239,0.98571,0.992,0.98983,0.99239,0.98571,0.992,0.89373,0.13946,0.19428,0.13281,0.76523,5.07115e-05,5.07115e-05,5.07115e-05
176,1204.48,0.21119,0.25674,0.17445,0.79345,0.99262,0.98571,0.99186,0.98971,0.99262,0.98571,0.99186,0.89781,0.14125,0.19545,0.1366,0.76521,4.76796e-05,4.76796e-05,4.76796e-05
177,1211.23,0.21512,0.2512,0.17871,0.79889,0.99274,0.98571,0.99186,0.98936,0.99274,0.98571,0.99186,0.89614,0.13787,0.19414,0.135,0.76488,4.47606e-05,4.47606e-05,4.47606e-05
178,1218.06,0.21637,0.26213,0.17811,0.79587,0.99262,0.98571,0.9921,0.98963,0.99262,0.98571,0.9921,0.89583,0.13825,0.1931,0.13724,0.76512,4.19552e-05,4.19552e-05,4.19552e-05
179,1224.79,0.2104,0.25919,0.17432,0.79311,0.99274,0.98571,0.99195,0.99007,0.99274,0.98571,0.99195,0.89781,0.13916,0.19377,0.13619,0.7649,3.9264e-05,3.9264e-05,3.9264e-05
180,1231.55,0.21265,0.26917,0.17472,0.79438,0.99281,0.98571,0.99152,0.98935,0.99281,0.98571,0.99152,0.90024,0.13915,0.19333,0.13788,0.76489,3.66877e-05,3.66877e-05,3.66877e-05
181,1238.29,0.21122,0.26091,0.17702,0.79678,0.99266,0.98571,0.99176,0.98964,0.99266,0.98571,0.99176,0.89753,0.13884,0.19397,0.13711,0.7651,3.4227e-05,3.4227e-05,3.4227e-05
182,1245.12,0.21395,0.26829,0.17762,0.7955,0.99275,0.98571,0.99167,0.98956,0.99275,0.98571,0.99167,0.89623,0.14005,0.19286,0.13752,0.76543,3.18825e-05,3.18825e-05,3.18825e-05
183,1251.89,0.21017,0.2568,0.1797,0.78962,0.99254,0.98571,0.99176,0.98962,0.99254,0.98571,0.99176,0.89532,0.13932,0.19419,0.13873,0.76528,2.96546e-05,2.96546e-05,2.96546e-05
184,1258.61,0.21345,0.26266,0.17869,0.7941,0.99241,0.98571,0.99172,0.98961,0.99241,0.98571,0.99172,0.89532,0.13958,0.19502,0.13669,0.7654,2.75441e-05,2.75441e-05,2.75441e-05
185,1265.38,0.20932,0.25183,0.1728,0.79756,0.99245,0.98571,0.99167,0.98984,0.99245,0.98571,0.99167,0.89614,0.14036,0.19563,0.13941,0.76566,2.55513e-05,2.55513e-05,2.55513e-05
186,1272.16,0.21334,0.25695,0.17966,0.80068,0.99269,0.98571,0.99171,0.98958,0.99269,0.98571,0.99171,0.89737,0.14038,0.19548,0.13881,0.76566,2.36769e-05,2.36769e-05,2.36769e-05
187,1278.99,0.21314,0.26196,0.17994,0.796,0.99291,0.98571,0.99176,0.98933,0.99291,0.98571,0.99176,0.89499,0.13901,0.19495,0.13892,0.76569,2.19212e-05,2.19212e-05,2.19212e-05
188,1285.74,0.21425,0.26193,0.17528,0.79818,0.99287,0.98571,0.99171,0.98925,0.99287,0.98571,0.99171,0.89422,0.13956,0.19553,0.1381,0.76547,2.02847e-05,2.02847e-05,2.02847e-05
189,1292.5,0.21299,0.25762,0.17468,0.79577,0.99291,0.98571,0.99167,0.98918,0.99291,0.98571,0.99167,0.89621,0.13879,0.19388,0.13962,0.76558,1.87678e-05,1.87678e-05,1.87678e-05
190,1299.27,0.21083,0.25266,0.17732,0.79668,0.99317,0.98571,0.99148,0.98933,0.99317,0.98571,0.99148,0.89319,0.14053,0.19447,0.14069,0.76581,1.73709e-05,1.73709e-05,1.73709e-05
191,1344.64,0.17267,0.21164,0.15142,0.7701,0.98902,0.98571,0.99233,0.98977,0.98902,0.98571,0.99233,0.8815,0.14156,0.20319,0.14055,0.76521,1.60943e-05,1.60943e-05,1.60943e-05
192,1351.4,0.16885,0.20599,0.14977,0.76322,0.98677,0.98571,0.99238,0.98996,0.98677,0.98571,0.99238,0.87664,0.14386,0.21032,0.14611,0.76553,1.49383e-05,1.49383e-05,1.49383e-05
193,1358.16,0.16509,0.21001,0.14428,0.76626,0.9858,0.98095,0.99241,0.98952,0.99005,0.98512,0.99246,0.87519,0.14351,0.21266,0.14627,0.76543,1.39032e-05,1.39032e-05,1.39032e-05
194,1364.89,0.16619,0.20322,0.14522,0.76996,0.98714,0.98095,0.99227,0.9893,0.99,0.98528,0.99236,0.87564,0.14308,0.2131,0.14628,0.76548,1.29893e-05,1.29893e-05,1.29893e-05
195,1371.67,0.16142,0.1997,0.14278,0.76537,0.98791,0.98095,0.99193,0.98856,0.98999,0.98412,0.99217,0.87755,0.14335,0.21255,0.14623,0.76528,1.21968e-05,1.21968e-05,1.21968e-05
196,1378.41,0.16701,0.20702,0.14373,0.7742,0.98804,0.98095,0.99198,0.98998,0.98478,0.98628,0.99217,0.87762,0.14238,0.21178,0.14585,0.76505,1.15259e-05,1.15259e-05,1.15259e-05
197,1385.09,0.16691,0.21013,0.14476,0.76658,0.98833,0.98095,0.99188,0.98896,0.98484,0.98643,0.99212,0.87848,0.14266,0.21164,0.14672,0.76522,1.09768e-05,1.09768e-05,1.09768e-05
198,1391.81,0.16345,0.2021,0.14227,0.76636,0.98813,0.98095,0.99193,0.98903,0.99,0.98436,0.99212,0.8794,0.14234,0.21098,0.14609,0.76513,1.05495e-05,1.05495e-05,1.05495e-05
199,1398.61,0.16542,0.2012,0.14428,0.77016,0.98861,0.98095,0.99193,0.98903,0.98393,0.99048,0.99207,0.87979,0.14227,0.21101,0.14442,0.76491,1.02443e-05,1.02443e-05,1.02443e-05
200,1405.32,0.16441,0.20079,0.13921,0.77098,0.98861,0.98095,0.99179,0.9889,0.98356,0.99048,0.99193,0.8779,0.14187,0.21136,0.14298,0.76481,1.00611e-05,1.00611e-05,1.00611e-05
